text|label
Stąpać jęło, do rączyn jej ostry dał pocisk,|wergiliusz
Tylko głosu im braknie, zresztą gdyby żywe.|mickiewicz
I narzędzia ślusarskie, którymi rynsztunki|mickiewicz
gościa, którego chce uczcić.|mickiewicz
Znak Słońca, przodka. Wraz Turn wali jego śladem|wergiliusz
<<Widzi Siostra, rzekł Sędzia skrobiąc smutnie głowę, Chciałbym|mickiewicz
230 Lecz nie służył nikomu, tylko się przechadzał.|mickiewicz
Ze strachu od ich oczu nie mógł zwrócić oka|mickiewicz
Z głową w górę zadartą. Więc pan Rejent w gniewie|mickiewicz
Że wy ludzie weseli, dobrzy do wypitki,|mickiewicz
Żołnierze po obozie broń czyszczą i jedzą,|mickiewicz
Wspominała i wielcy opiewali wieszcze.|wergiliusz
Hektor stanął, łzy hojne zlewały mu oczy:|wergiliusz
420 Na nich, myślisz, iż rojem usiadły motyle|mickiewicz
Robak obejrzał pilnie rusznice i szpady,|mickiewicz
    Kiedy takie przestrogi głosi i zachęty,|wergiliusz
Gładził ją ręką, podszedł i jeszcze raz nisko|mickiewicz
Nazad, bo nie o małe im chodzi nagrody:|wergiliusz
(<<Mów Pan, przerwał Protazy, do zamku naszego>>),|mickiewicz
Mordują, przez wyłomy, otwarte na zamach,|wergiliusz
Otworzą bramy; chętnie doryckie obozy|wergiliusz
Rzucone tu i ówdzie, zsiniałe okropnie,|wergiliusz
Czy tylko prawda? Czy ty nie zwodzisz sam siebie?>>|mickiewicz
Idą na smętarz. Nawet mniejszy zwierz, raniony|mickiewicz
Szła hucząc ku północy, aż u Niemna brzegów|mickiewicz
Czas może mnie uleczy; wyjadę - na długo>>.|mickiewicz
Tnie mieczem w pieszym boju; dwie ścięte ich głowy,|wergiliusz
Niepomne pana swego, co wił się po ziemi,|wergiliusz
Okna bez szyb, z krużgankiem wprost naprzeciw bramy|mickiewicz
Woła!… Żegnaj na wieki, szlachetny Pallasie!|wergiliusz
600 Po żołniersku>>. - A na to Tadeusz odpowie:|mickiewicz
Schodzę z woli Jowisza, co ognia huragan|wergiliusz
Na złotym łożu męża Wulkana wśród troski|wergiliusz
Poznała. Oby próżny przejmował mnie przestrach,|wergiliusz
Ogromne srebra świecą, w złocie bez usterek|wergiliusz
gniewy, zapala potrzebę jedzenia.|mickiewicz
Podkomorzanki na to zmarszczyły się obie,|mickiewicz
Rodzic stary, którego z dala w smutku trzyma|wergiliusz
Gdy Pryjama w zbroicy spostrzegła, jak ongi|wergiliusz
Czy konia spienionego boki kłuł ostrogą!|wergiliusz
O dobru pospolitym, głupi, u was zwada?|mickiewicz
Na zachód, jeszcze ziemia słońcem ozłocona|mickiewicz
290 Co się tycze procesu, sąd arbitrów będzie...>>|mickiewicz
Serwis ten był nalany ode dna po brzegi|mickiewicz
Do Italii przybyli, ukarz ich i zostaw|wergiliusz
Italią, swego wodza nadając jej imię|wergiliusz
Przed bramą stanął Hrabia, sam do siebie gadał,|mickiewicz
Tu bez wyjścia Labirynt podnosi się zdradny; —|wergiliusz
I proszę, takiś dotąd czerstwy, taki żwawy!|mickiewicz
(Bo nie mógł wyjść spotykać w tkackim pudermanie),|mickiewicz
Oboje w tym odwrocie mieli nieco trwogi:|mickiewicz
710 Już zachwiał się, już czeladź zakasawszy pięście|mickiewicz
Kołpakiem lisim w kolej kłaniając się nisko:|mickiewicz
590 Skomponował go rymem podoficer młody,|mickiewicz
Tamtego sen żelazny i cisza zamroczy —|wergiliusz
Czy znajdzie zgon niechybny, czy zdrady swej dopnie.|wergiliusz
Wśród obrad zawsze gotów wytrwać do ostatka,|wergiliusz
    Uśmiechając się na to, Turn rzecze bez obaw:|wergiliusz
jakikolwiek tytuł dawny, który używaniem uprawnia się. Mianują|mickiewicz
    Słyszy to bóg. Gdy Halez bronił Imaona,|wergiliusz
Rzędem świateł, szeroko odsłoni się błonie.|wergiliusz
Niech je w sercu wyryję i w myśli zapiszę;|mickiewicz
Księga VI|wergiliusz
Spowici w obłok śledzą pilnymi oczyma,|wergiliusz
Gdzie domy roztrącone, walące się głucho|wergiliusz
Na pamiątkę; rozumna, żywa jak wiewiórka,|mickiewicz
Skłaniając lekko głowę, mak pobity deszczem…|wergiliusz
Za Podkomorzym szereg w pary się gromadzi,|mickiewicz
Wtedy pada na martwym druha swego ciele,|wergiliusz
Aż wreszcie wszystkie głowy, jak kłosy schylone|mickiewicz
Już żegnaj! Noc wilgotna wóz zniża ruchomy|wergiliusz
Rój dogląda, a inni ogromne kolumny|wergiliusz
Księga ta miała tytuł: Kucharz doskonały.|mickiewicz
    I tobie górskie Nersy w bój każą iść zbrojnie,|wergiliusz
Przed oczyma rodziców płaczących odcięci,|wergiliusz
    Gdy już burze przestały tłuc morza nurt siny,|wergiliusz
Ów nad nim z pełnej piersi tym ozwie się głosem:|wergiliusz
Co Wojski wyczytawszy pojmie i obwieści,|mickiewicz
Krew Trojan i Rutulów jako posag, panno,|wergiliusz
Weszlim, dokąd los Troi nas pędził z daleka.|wergiliusz
i nacina się od dołu do góry siekierą tak, ażeby korę i miazgę|mickiewicz
Przystąpił wnet, łuk w dłonie i lotne wziął groty,|wergiliusz
Alba uczyła swoich. — Przed laty wieloma|wergiliusz
Alcydowi i bogom sprawował ofiary|wergiliusz
Ten z gołą głową; inni, jak gdyby obłokiem|mickiewicz
Sandały złote, co go nad wodne roztopy|wergiliusz
470 Przeprowadzała Księdza; on już był za drzwiami.|mickiewicz
Bądź zdrowa, Telimeno moja, jutro ruszę>>.|mickiewicz
<<Teraz umrę spokojny! jest przecie na świecie|mickiewicz
Prawda, że ochmistrzyni ani pleban wioski|mickiewicz
Zdwajają śluby matki, wobec bliskiej trwogi|wergiliusz
Emationa tnie Liger, Koryneja śmiały|wergiliusz
Co się tabaki tycze, hem, ona pochodzi|mickiewicz
Pani moja Zofija na wszystko się zgadza;|mickiewicz
W środku jechali obok Asesor z Rejentem,|mickiewicz
Chcą udać się do gaju, kiedy pierwsze zorze|wergiliusz
Łup zdarty z ciał latyńskich do ognia tłum wlecze,|wergiliusz
I ciebie też, Ismakrze, obaczyły roty|wergiliusz
Gdy tak były zajęte stołu strony obie,|mickiewicz
Jak żuraw; nie śmie spójrzeć ni w lewo, ni w prawo;|mickiewicz
Krzyk dochodzi echami zwierciadlanej sali,|mickiewicz
I dygając: <<Jankielu, mówi, jeśli łaska,|mickiewicz
I zaśmiał się na koniec, - rad z jej odpowiedzi|mickiewicz
    Więc można Juno, którą jej boleść wzruszyła|wergiliusz
820 Z wieku mu i z urzędu ten zaszczyt należy,|mickiewicz
Śmiertelnik wyrwać z Orku pod promienne nieba,|wergiliusz
Poprawić się potrzeba było i naprawić|mickiewicz
Podkomorzy najwyższe brał miejsce za stołem;|mickiewicz
Ach, mój Gerwazy! jaki to był tryumfalny,|mickiewicz
Nigdy by się o tobie Wojski nie dowiedział;|mickiewicz
Pod dach wchodzą i ogień na szczyty miotają.|wergiliusz
Pod absolucją dobra te restytuować.|mickiewicz
Obok lamus, spichrz, gumno, obora i stajnie.|mickiewicz
Razem i słomę kraje, i wybija zboże:|mickiewicz
Irydę z nieba zsyła Juno, gniewna srodze,|wergiliusz
Uprawia wino, tych też, których ślą ojcowie|wergiliusz
Jak jeśli niespodzianie kto, wchodząc na ciernie,|wergiliusz
Z Inacha, Akryzjusza i z Micen ród bierze!»|wergiliusz
Wlawszy kropelkę wina w szklankę panny Róży,|mickiewicz
Siostra, nagląc. On przecież płaczowi żadnemu|wergiliusz
I zwlekam? Gdy równymi są u was Achiwy|wergiliusz
10 I przewracani jako na przewiąsłach słoma.|mickiewicz
Zniknął z oczu i w chmurkę rozwiał się leciuchną.|wergiliusz
Wiadomo, że tytuły przychodzą z Paryża,|mickiewicz
Wstaje zaraz, przywdziewa szaty starowina,|wergiliusz
I ogląda sam siebie, jak w żupanie białym,|mickiewicz
Giętkim pięciem do włóczni przywiąże w połowie,|wergiliusz
    «Ten gaj — rzecze — to lasem porośnięte wzgórze,|wergiliusz
Nie knuł w myśli i Turn mój przy życiu mógł zostać!|wergiliusz
Lecz z największym na niego naciera uporem|mickiewicz
Nawet dla Żydów.|mickiewicz
Wymyśliła ogródek: sławna gospodyni,|mickiewicz
Do nieba i ku gwiazdom podnosząc prawicę:|wergiliusz
Kołomyjek z Halicza, mazurów z Warszawy;|mickiewicz
Mnie córki z zalotników dawniejszych nikomu,|wergiliusz
Grunt zwykłymi się racic nie znaczył odciski,|wergiliusz
Starzec, lecz starość boga pełna krzepkiej siły.|wergiliusz
Śmieliśmy złożyć wiedząc, żeś człek niebogaty>>.|mickiewicz
Ostatnia woźnieńska protestacja. - Hrabia zdobywa Soplicowo. -|mickiewicz
Wozy; pod ich kołami męże, miecze leżą|wergiliusz
Zamknięci, kar czekają. Nie pytaj ciekawie,|wergiliusz
Lecz nie pojmuję, co to ściąga się do włości!|mickiewicz
Lewą ręką jarmułkę zruszoną poprawił,|mickiewicz
Stary Maciek mnie poznał, a jeśli odkryje,|mickiewicz
Ozdoby przodków stare, wyzłacane tramy!|wergiliusz
Miejsca tyczą, służące senatu obradom;|wergiliusz
Ruszą zbrojni. Z podziwem dla męskich ich zalet|wergiliusz
Że bez zdrady dar Greków? Tak znacie Ulissa?|wergiliusz
się; przewidział, że mię znudzić może:|mickiewicz
150 Moja rota! a wszystko z winy tego Płuta!|mickiewicz
Strugi wina; — ów dalej następuje z mocą.|wergiliusz
Plany myśliwskie Telimeny. - Ogrodniczka wybiera się na wielki|mickiewicz
Przyszła nam jednak w końcu pomoc upragniona|wergiliusz
Kiedy Gijas zwycięski na pełnej topieli|wergiliusz
Drżącą dłonią porwawszy głaz, na wroga miecie|wergiliusz
kończył Protazy, był to znak proroczy|mickiewicz
Zapomnieli wszystkiego, nawet Bernardyna,|mickiewicz
Dał moc, co fale tłumi i wichrem znów budzi.|wergiliusz
I bór czernił się na kształt ogromnego gmachu,|mickiewicz
Dobrze Brat zrobi, gdy go do stolicy wyśle;|mickiewicz
Rumaki dzikie — kiełza i puszcza im wodze.|wergiliusz
Jak śród naszej burzliwej szlachty samowładnej,|mickiewicz
Haleza rodzic, losów świadom, krył w pomroczy|wergiliusz
Jestem krewną, jedyną Zosi opiekunką.|mickiewicz
Kapitan, pokazując szpadą na drzwi dworu,|mickiewicz
Dłoń silna i rodziciel Melamp, co Alcyda|wergiliusz
Ufensie, pełen sławy i szczęśliwy w wojnie,|wergiliusz
Lecz wy skąd? Z jakiej wreszcie przyszliście tu niwy?|wergiliusz
Gdzie pójdzie, kiedy gdzie iść, my nie wiemy sami?|mickiewicz
Wyszedł zmieszany i czuł, że serce mu biło|mickiewicz
Z radości i z rozpaczy, zapomniał się, szalał,|mickiewicz
oddychał powietrzem zamkowym.|mickiewicz
Więc Sędzia jego puchar i swój kielich nalał|mickiewicz
Zaraz chwiać się poczęła i chylić w swej chwale|wergiliusz
Czy sługa ojca; — zatem dań składa z dwu owiec|wergiliusz
Na Litwie much dostatek. Jest pomiędzy nimi|mickiewicz
Broń i imię go strzeże; mimo starań wielu,|wergiliusz
Moskal, lecz dobry człowiek, dał się udobruchać,|mickiewicz
A wy podpiszcie zgodę>>. - Na starca wezwanie|mickiewicz
Mszcząc się, Proporszczyk z długim szpontonem naciera (Szponton|mickiewicz
Potem palcem pogroził, kaptura poprawił|mickiewicz
Talent śpiewania bardzo na Litwie popłaca,|mickiewicz
<< A czy Sędzia, rzeki Major, Żółtą Księgę czytał?, >>|mickiewicz
Zobaczysz się, o synu. — Nie Tartar mnie bowiem|wergiliusz
Eneja jako zięcia przybierając do dom.|wergiliusz
Ci zwyczajem Teutonów zwykli miotać strzały.|wergiliusz
<<Zgoda i Soplicowie! Mopanku, Panisko,|mickiewicz
Daje prawo — mnie tylko! Olbrzymie ma skały,|wergiliusz
Nie znają praw własności, która świat nasz kłóci,|mickiewicz
Tutejszych panów. <<Cała pomni okolica,|mickiewicz
Odegrzmiał jej gaj każdy, przepastne grzmią bory.|wergiliusz
część jurysdykcji utracił. Tera zastępuje czasem marszałka i|mickiewicz
Pełnią rozkaz — i miecze, w bujne skryte zioła,|wergiliusz
(I krzycząc chodził, tupał nogami obiema).|mickiewicz
Ozwała się z dzwonkami, z zelami, z bębenki.|mickiewicz
I Tytona małżonka łzami cię zjednała…|wergiliusz
Za nimi z wolna indyk sunie się odęty,|mickiewicz
Że nam z wiosną swobody zorza zajaśnieje|mickiewicz
W dnie głębin; oburzenia dreszcz przebiegł go mrowi;|wergiliusz
Nurt zadrży, przerażonych ziem wstrząsną się wały|wergiliusz
Ty, Ojcze wszechpotężny, i ty, jego Żono,|wergiliusz
«Trojan widzisz, lud wrogi zastępom Latyna,|wergiliusz
Oczyszczając sukienkę, aż do nóg się zniżył,|mickiewicz
Przez śmierć twą? Ach, dopiero teraz zgon mnie zdradnie|wergiliusz
Zwierz, przelękły zasadzką, ucieka przez trawy|wergiliusz
Blask nagły strzela wkoło, wśród świateł powodzi|wergiliusz
<<Prawda! prawda! rzekł na to Gerwazy wzruszony|mickiewicz
Fortuna nas nie wwiodła! Ja nad wszystko przecie|wergiliusz
Niosą konie — naprzeciw siebie toczą koła,|wergiliusz
Pierwszym światłem dnia Zorza złociła rumiana;|wergiliusz
Więc Juturna, o brata nagłą zdjęta trwogą,|wergiliusz
Sędzia Podkomorzego zdał się radzić okiem,|mickiewicz
Z wrogiem? — Ot!» Kręcąc oszczep, rzucił go w powietrze|wergiliusz
Kiedy już wojnę ojców postanowi grono,|wergiliusz
    Na to Eol: «Wyjawić, co chcesz mieć spełnionem.|wergiliusz
Wieszczki Manto on synem był i Tyberyna;|wergiliusz
Rzekł śmiało, ręce za pas włożywszy Protazy,|mickiewicz
Brankę daje mu z Krety, biegłą w sztuce tkania,|wergiliusz
Walczmy! kto kogo czuciem miłości wyścignie!|mickiewicz
Upadła nań i cała wzdłuż się rozpostarła,|mickiewicz
Bóstwa, trupów rutulskich ujrzysz wielkie zwały».|wergiliusz
Była wolność z porządkiem i z dostatkiem sława!|mickiewicz
340 Waszeć z pradziadów chłopów uszlachcony szlacha,|mickiewicz
Był druhem podczas ciężkich prac jego na ziemi.|wergiliusz
I ścięte przy księżycu sierpy miedzianemi|wergiliusz
Zemścić się krwawo, ale powód zemsty taić,|mickiewicz
Winieneś wziąć na Turnie! Tej braknie ci chwały|wergiliusz
A boicie się wojny z Soplicowskim dworem?|mickiewicz
Dziś nie ma przyjaciela, oprócz mnie, Klucznika,|mickiewicz
    Osłupiał Pallas, takim mianem uderzony:|wergiliusz
Po błogo królującym przed laty Saturnie;|wergiliusz
On, odetchnąwszy nieco, rzekł: <<Niedźwiedź, Mospanie!>> Resztę|mickiewicz
Niedaleko tuż Roma potężna jaśniała;|wergiliusz
Nikt nie zdoła? Pogodzie, co zawsze zawodzi?»|wergiliusz
Gdy wzburzona tak rzecze do siostry swej Anny:|wergiliusz
Nałożył i dał króla, co niezłomnym prawem|wergiliusz
Uważnie czeka znaku; ucieszone łona|wergiliusz
Rumakowi Remula wrazi tuż pod uchem.|wergiliusz
Trojanki wokół wiodła i wielką pochodnię|wergiliusz
Ukazują palcami, skąd zając wyruszy,|mickiewicz
Z nimi Diores, Pryjama króla znaczny rodem,|wergiliusz
Że się nie stało zadość Buchmanowej radzie.|mickiewicz
Dzierżąc, ze szczytu zamku przyzywała Greki.|wergiliusz
Pławił. Za nim ze spisą i włócznią tłum wali|wergiliusz
I całej Akademiji naonczas rektorem,|mickiewicz
    Rzekł Enej. Oni zmilkli; zadziwieni srodze,|wergiliusz
Strojny w złoto i wstęgi byk, ozdoba stada,|wergiliusz
Gdym drżał, gdym się do cyngla dotknąć nie ośmielił,|mickiewicz
Markotno to się stało panu Rejtanowi,|mickiewicz
Ja tobie wielkie ludy i bogate kraje|wergiliusz
Wstrząsając węże, siostrzyc huf na pomoc woła.|wergiliusz
Broń w szale beznadziejną porywam do ręki,|wergiliusz
Tę służkę tobie święcę! Pierwszy raz twój skory|wergiliusz
Wyglądała za parkan nad trójkąt Rykowa.|mickiewicz
Co kulą z pistoletu w biegu trafiał kota?|mickiewicz
wzrostu, dawny konfederat barski.|mickiewicz
Podział już jest zrobiony, idę tym podziałem.|mickiewicz
Z domu senatorskiego, jest dygnitarzówna.|mickiewicz
Droga mi ponad inne; bo nie nową Dianie|wergiliusz
Danajów wodze, kiedy już zbiegło lat tyle,|wergiliusz
Którym się Ojciec Święty Urban Ósmy dziwił.|mickiewicz
Łączą się i akordów wiążą legijony,|mickiewicz
I nie wiedziałem, co się działo wokoło mnie;|mickiewicz
Niewiasty, zgiełkiem miasto napełnią dokoła.|wergiliusz
Scylla prawy brzeg, lewy zaś Charybda dzika|wergiliusz
Chcąc iść; lecz go wstrzymała Telimena okiem|mickiewicz
Na zdrój Styksu przysięgam, w ślepej pomście srogi,|wergiliusz
A Litwini nazwali Maćkiem nad Maćkami.|mickiewicz
Pan godził spory włościan; lub w dobrym humorze|mickiewicz
Nie chcę, by Teukrom mieli Italczycy służyć,|wergiliusz
Trójnogi święte, wieńce, broń, palmy i szaty|wergiliusz
110 Stała młoda dziewczyna. - Białe jej ubranie|mickiewicz
Na rozkaz Ilioneja i smutnego Jula|wergiliusz
I hojnie krwią spienione widzę Tybru fale!|wergiliusz
Potężny Turn; królewska żona jemu rada,|wergiliusz
Kierując krok za nitką; — ty także, Ikarze,|wergiliusz
Na twą cześć, Prozerpino, utopił miecz ostry|wergiliusz
O muzyce, o tańcach, nawet o rzeźbiarstwie!|mickiewicz
Która by rozważyła emigracji cele,|mickiewicz
Aleksander hrabia Pociej, wróciwszy po wojnie do Litwy, wspierał|mickiewicz
Telimena uważa znawczyni oczyma,|mickiewicz
Drogę, co w pallantejskie zawiedzie mnie wały…»|wergiliusz
Przypominał mu jego lata młodociane,|mickiewicz
Wszak ja w jegierskim pułku pierwszy mazurzysta!>>|mickiewicz
Obchodzą z głośnym brzękiem wśród lęku i grozy,|wergiliusz
I chronią się gromadnie w domy i stodoły,|mickiewicz
Gdy jeno dech pochwycił, rzekł, wzburzon ogromnie:|wergiliusz
I skoro spod lamusa Moskal łeb wychylił,|mickiewicz
Maćku! myśliłem, że ty większym jesteś zuchem;|mickiewicz
Dziś — niech ginie, dług Teukrom krwią płacąc za młodu|wergiliusz
Byłem sierżantem - wysiekł mój pluton kosami.|mickiewicz
W ogromny stos porzniętych dębów piętrzy kloce,|wergiliusz
Zabrała i Soplicom dała Targowica.|mickiewicz
Nad rzeką straże groźny przewoźnik odbywa,|wergiliusz
Skryje, nimfie Egerii zleca wśród gaiku,|wergiliusz
Pierwszy Nizus z Eurialem.|wergiliusz
Tu strzały wpierw z wysokiej wierzchołka świątyni|wergiliusz
Dziedzic zginął był w czasie krajowych zamieszków.|mickiewicz
A Wojski mu po cichu wydawał rozkazy.|mickiewicz
Przykład wodza, wstyd, boleść pędzą ich na wroga.|wergiliusz
Gdy ojciec Enej w chłodną noc, pod niebem gołem|wergiliusz
    Turn widząc, że ustąpił Enej ranny grotem|wergiliusz
Jak cień zgonię cię wszędy, kara nieprzewlekła|wergiliusz
Z lasów czernią się czapki, rzęd bagnetów błyska,|mickiewicz
Do Etrusków, przed królem stanął, ród i miano|wergiliusz
Za rozkazem Kalchasa na kolos ten potną|wergiliusz
Gromkim głosem. Ilekroć obróci nań oczy|wergiliusz
Hrabia, chociaż nie wiedział, co to wszystko znaczy,|mickiewicz
Od jednej strony krosien przerzucana w drugą:|mickiewicz
Świadectwo — o Eneja się troszczę. Gdy dziki|wergiliusz
Askań miasto założy z głośnym Alby mianem.|wergiliusz
W ranach na całym ciele, z twarzą poszarpaną:|wergiliusz
Tak Bonaparte znowu w kota się przerzuca,|mickiewicz
Zlękłymi końmi Messap, cofa się i rzeka|wergiliusz
Pędząc naprzód — myśl: pięknie lec z orężem w ręku!|wergiliusz
I trackiej Samos, co dziś Samotracją zwie się;|wergiliusz
Ukołysany, marzył o wilku żelaznym.|mickiewicz
I nie chcesz znosić trudów dla własnej twej chwały,|wergiliusz
730 <<Ja biegłem, przerwał Rejent otarłszy pot z czoła,|mickiewicz
Gdzie Penowie, falami i burzą pędzeni,|wergiliusz
Przyjęłam — państwa częścią się dzielę jak mogę,|wergiliusz
Już wznosząc w górę berdysz do cięcia się składał,|mickiewicz
Odsłonię słowy; więcej wiedzieć Helenowi|wergiliusz
    Wzruszeni łzami, trwogę porzucić mu każem|wergiliusz
W pukle, i przeplatane różowymi wstęgi,|mickiewicz
Zdrój Awernu udany rozlewa po ziemi|wergiliusz
Pomścić się.|mickiewicz
Aby zrucił budowę wiekiem nadwątloną;|mickiewicz
Zwycięzcy; — pobitemu miecz z pysznym szyszakiem|wergiliusz
Kobieta!» Rzekł i mroczna noc w cień go schowała.|wergiliusz
Gwiazd sięga (świat od zmory tej chrońcie, bogowie!)|wergiliusz
Do Tadeusza siedzi Telimena bokiem,|mickiewicz
890 Marząc i kończąc pacierz wieczorny, pomału|mickiewicz
Lub córki pięknej, której ubóstwiałbym wdzięki,|mickiewicz
Jać na chwilę zastąpię w znoszeniu mozołów!»|wergiliusz
Do Manów, pełna smutku, i opuszcza ciało.|wergiliusz
Ani mówią do siebie, ani się witają,|mickiewicz
Zburzę i z ziemią zgliszcza dymiące się zrównam.|wergiliusz
Już przed nim tylko Kloant zostaje na toni; —|wergiliusz
Towarzysze, choć żagle okrętów twych z mocą|wergiliusz
I prośby mej słuchajcie: gdy wnijść do przystani,|wergiliusz
I uszczuć, postawiwszy charty na przesmyku.|mickiewicz
Major osłupiał, oczy przetarł, z gniewu blady|mickiewicz
Przyniósł; boga ujrzałem, jak ubrany w zorze|wergiliusz
Prawicę drżącą bogi wsparły: przez brzuch zwierza|wergiliusz
    Pod górą wielki kopiec był króla Dercenna,|wergiliusz
    Muzo, wskaż mi przyczyny, jaki żal kryjomy|wergiliusz
Kroćset kroci tysięcy fur beczek furgonów|mickiewicz
A jak dmie się, phu, phu, phu, jak nos drze do góry!|mickiewicz
Gdym przybył do Palermo, wiedziano z gazety,|mickiewicz
Już walczą wręcz i dalej wybiegają śmiało.|wergiliusz
Gdy orły nasze lotem błyskawicy|mickiewicz
Od skroni powiewały dwie wstążki różowe|mickiewicz
I Saturna syn złymi to mierzą oczyma. —|wergiliusz
810 Dano Soplicom znaczną część dóbr nieboszczyka,|mickiewicz
zodiaku w Denderach i obserwacjami swymi pomógł Lalandowi do|mickiewicz
    Tym zaklęciom i sztuce tej kłamcy Synona|wergiliusz
I całą trzodę straszy ryczeniem złowrogiem;|mickiewicz
Jadącą na rydwanie huczne pieśni pieją,|wergiliusz
750 Gerwazy zbladnął, ławą Hrabiego zakłada,|mickiewicz
Bo nawałnica, boju plac mrokiem okrywszy,|mickiewicz
Nieznaną gna was drogą? Gdzie mkniecie — zawoła —|wergiliusz
Aż przeskoczywszy parkan odetchnął nareście!|mickiewicz
Lecz ojciec je wszechwładny w zapadłych skrył jamach,|wergiliusz
Jeśli włość uwalniając zostaniesz uboższy,|mickiewicz
My powiemy, że my tu przyszli dla wizyty,|mickiewicz
Celeno siadła, z piersi głos miecąc nam taki:|wergiliusz
190 I ów, taki jak dziś go widzimy, kometa>>.|mickiewicz
    Tak rzekł — wszyscy radośnie przyklasnęli słowu|wergiliusz
Sędzia, wąs kręcąc, z gniewem na chłopca spozierał|mickiewicz
Brzmi Polonez Trzeciego Maja! - Skoczne dźwięki|mickiewicz
Widząc, że w tylu szlachty, w tylu panów gronie|mickiewicz
Spowiły ciasno jako niemowlę w pieluchy;|mickiewicz
I w liczmanach błyszczących znajduje zabawę,|mickiewicz
Dobył z zanadrza księgę, odwinął, otworzył.|mickiewicz
Telimena, zowiąc je Świątynią dumania.|mickiewicz
Na plecach, krwawą paszczą Złość ryknie łakoma».|wergiliusz
Losami! Ileż bitew opiewał bez nagan!|wergiliusz
Sposobią, tarcze również chowają dokoła.|wergiliusz
Strach z doradcą złym Głodem, brzydka Nędza, Cienie|wergiliusz
Lecz po mej śmierci Bóg wie komu ich zostawię;|mickiewicz
Więc uciekli pod lamus; a już był poranek.|mickiewicz
Nigdy italscy męże zwiedzeni nie byli:|wergiliusz
Wydziela grunt pod domy, gród Ilium zwać każe,|wergiliusz
Przybyli wreszcie w miejsce, gdzie wzgórza stok nagi|wergiliusz
Sam wojnę wieści; staje młódź obecna przy tem,|wergiliusz
600 Którzy szli do folwarku krokami prędkimi.|mickiewicz
Wtem Wojski krzyknął: <<Wycz-ha!>> Zając smyk zza płotu Na łąkę,|mickiewicz
talerzami, z szklankami chodząc po pokojach,|mickiewicz
Wtem Itak z wrzawą ciągnie Kalchasa, wróżbitę,|wergiliusz
Gdzieś w Sybir wywieziona, tam umarła młodo;|mickiewicz
Opowiadać, i swoją z jego córką miłość,|mickiewicz
Idź nawet wbrew Fortunie! Ratunek w żałobie|wergiliusz
Każdy ją chwalić musi, choć i nie podoba.|mickiewicz
Tym bardziej, gdy nierówne siły ujrzą z bliska.|wergiliusz
Obadwa radzi z siebie, obadwa szczęśliwi,|mickiewicz
Za przykładem niebieskim wszystko się spóźniło|mickiewicz
630 Tadeusz naszedł jego zbrojne stanowisko,|mickiewicz
Wznieci Tytan i światła zapali w przestworze.|wergiliusz
Czekała - długo, jak my Żydzi Mesyjasza,|mickiewicz
Tak myśli: «Mamże ustać w drodze, pokonana?|wergiliusz
Na przebój runą. Przeciw Laurentczycy skoczą;|wergiliusz
Uderzał ręką w czoło i ruszał ramiony.|mickiewicz
Z Licymnii był nadobnej zrodzon służebnicy:|wergiliusz
Czekając na królową, gdy podziw mu czyni|wergiliusz
W natłoku wojsk się sroży blada Tyzyfone.|wergiliusz
Na pomoc Troi gnało, tnąc spiżem bałwany.|wergiliusz
żyją Horeszkowie! wiwant Półkozice!|mickiewicz
I ja pieniędzmi, ile zdołam, dopomogę>>.|mickiewicz
Dwie pjawki...|mickiewicz
Tu wszedłszy starzec głowę zadumaną skłonił|mickiewicz
Jest świąt, na każde święto Francuzów nam wróżą;|mickiewicz
Anchiza płakał cicho; na morskie rozłogi|wergiliusz
We mgle szarej żarłoczne wilki, które sparła|wergiliusz
Nasza wyprawa przecież krwi rozlanie wróży;|mickiewicz
część, pełna izbic ciasnych i podłużnych,|mickiewicz
Major zginął bez śladu, jak gdyby wpadł w wodę;|mickiewicz
Środkiem Pallas — tarcz barwna mu zorzą się pali:|wergiliusz
z dziewczyną. - Rozstrzyga się spór o Kusego i Sokoła. - Zaczem|mickiewicz
Nieszczęsny? Idźcie, słowa me królowi nieście:|wergiliusz
A znowu Bartłomieja syn zwał się Maciejem;|mickiewicz
I wstęgi rozplecione, ozdoby warkoczy,|mickiewicz
Wdraża się w dzieła Marsa, niechaj czyny twoje|wergiliusz
Zmieniwszy w ptaka, skrzydła barwami przetkała.|wergiliusz
Tym srożej ona warczy, żar zgubny śląc z pyska,|wergiliusz
Tak dla osobliwości jako dla pamiątki,|mickiewicz
Znak, że myśl jeszcze drzemie, że serce nieczynne!|mickiewicz
Znikła jędza. Świat cały odetchnął spokojnie.|wergiliusz
Mnie wtenczas pierwsza młodość rumieniła lica…|wergiliusz
I Wojski towarzystwa nam też nie odmówi>>.|mickiewicz
730 Stałem patrząc; wiesz, jak wasz zamek szturmowali.|mickiewicz
Hiramscy na Syjonie wystawili cieśle.|mickiewicz
Wskaże plac, gdzie gość Argus z rąk zginął czeladzi,|wergiliusz
    Rzekł, i z całych sił rozmach biorąc, ciężki oszczep|wergiliusz
Zgiełk bije pod niebiosy, nagła zdjęła trwoga|wergiliusz
Rapo Partenia z dzikim Orsesem pokona,|wergiliusz
Sędzia słuchając, z wolna okulary składał|mickiewicz
Spławiał do Prus dwadzieście Horeszkowskich wicin?|mickiewicz
Te płatki tu i ówdzie rozsiewa w gmin jędza;|wergiliusz
